,pl_name,hostname,pl_type,sy_snum,sy_pnum,companion_type,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_mass,st_met,discoverymethod
873,TOI-1294 b,TOI1294,HS,1,2,1.0,3.915292,0.051,10.12369881,0.90317747,63.9,0.20105188,0.0,0.1,-0.1,1.1578,0.283,Transit
874,TOI-1294 c,TOI1294,CS,1,2,3.0,159.9,0.61,,,147.0,0.46251372,0.0,0.1,-0.1,1.1578,0.283,Radial Velocity
875,TOI-1296 b,TOI1296,HS,1,1,1.0,3.9443736,0.051,14.11645916,1.2593883,95.3,0.29984733,0.0,0.1,-0.1,1.1576,0.405,Transit
876,TOI-1298 b,TOI1298,HS,1,1,1.0,4.537143,0.057,9.65807033,0.86163681,99.0,0.31148883,0.0,0.1,-0.1,1.2187,0.397,Transit
877,TOI-1410 c,TOI1410,CS,1,2,2.0,47.56,0.239,,,27.0,0.0849515,0.0,0.1,-0.1,0.7941,0.328,Radial Velocity
878,TOI-1410.01,TOI1410,SE,1,2,1.0,1.21687,0.0207,3.10083009,0.27663801,12.5,0.0393294,0.0,0.1,-0.1,0.7941,0.328,Transit
879,TOI-1439 b,TOI1439,CS,1,1,1.0,27.644,0.192,4.2427861,0.37851667,38.5,0.12113455,0.157,0.083,-0.083,1.2313,0.226,Transit
880,TOI-1443 b,TOI1443,CS,1,1,1.0,23.540678,0.147,2.30381001,0.20553252,30.0,0.09439056,0.0,0.1,-0.1,0.7663,-0.294,Transit
881,TOI-1444 b,TOI1444,SE,1,1,1.0,0.4702743,0.0116,1.41792246,0.12649879,3.58,0.01126394,0.0,0.1,-0.1,0.9513,0.146,Transit
882,TOI-1451 b,TOI1451,SE,1,1,1.0,16.537944,0.127,2.61143902,0.23297739,15.2,0.04782455,0.0,0.1,-0.1,1.0022,0.019,Transit
883,TOI-1472 b,TOI1472,SE,1,1,1.0,6.36381,0.065,4.15964583,0.37109938,16.5,0.05191481,0.0,0.1,-0.1,0.9154,0.287,Transit
884,TOI-1601 b,TOI1601,HJ,1,1,1.0,5.33175,0.069,14.19902343,1.2667542,387.0,1.21763817,0.0,0.1,-0.1,1.5055,0.343,Transit
885,TOI-1691 b,TOI1691,SE,1,1,1.0,16.7369,0.126,3.56505068,0.31805307,14.6,0.04593674,0.0,0.1,-0.1,0.9581,0.052,Transit
886,TOI-1723 b,TOI1723,SE,1,1,1.0,13.72641,0.114,3.29206019,0.29369844,10.4,0.03272206,0.0,0.1,-0.1,1.0378,0.159,Transit
887,TOI-1742 b,TOI1742,SE,1,1,1.0,21.269084,0.154,2.36507598,0.21099831,9.7,0.03051961,0.3,0.1,-0.1,1.0861,0.193,Transit
888,TOI-1794 b,TOI1794,SE,1,1,1.0,8.765528,0.082,3.29701268,0.29414028,8.7,0.02737326,0.0,0.1,-0.1,0.9698,0.035,Transit
889,TOI-1823 b,TOI1823,CS,1,1,1.0,38.8,0.212,7.5406241,0.67273058,67.4,0.21206412,0.0,0.1,-0.1,0.8414,0.243,Transit
890,TOI-1824 b,TOI1824,SE,1,1,1.0,22.808533,0.151,2.7438269,0.24478826,16.0,0.05034163,0.0,0.1,-0.1,0.8801,0.124,Transit
891,TOI-1842 b,TOI1842,CS,1,1,1.0,9.5739181,0.1,12.3485023,1.10166148,89.4,0.28128386,0.276,0.064,-0.064,1.4643,0.332,Transit
892,TOI-1898 b,TOI1898,CS,1,1,1.0,45.52234,0.269,9.39553231,0.83821469,129.0,0.40587939,0.485,0.039,-0.039,1.2484,-0.095,Transit
893,TOI-2019 b,TOI2019,CS,1,1,1.0,15.3444,0.128,5.33275337,0.47575721,34.4,0.1082345,0.0,0.1,-0.1,1.1832,0.409,Transit
894,TOI-2128 b,TOI2128,SE,1,1,1.0,16.34136,0.127,2.08874836,0.18634597,4.5,0.01415858,0.0,0.1,-0.1,1.0251,-0.07,Transit
895,TOI-329 b,TOI329,HS,1,1,1.0,5.70439,0.0638,4.94057819,0.44076962,40.4,0.12711262,0.39,0.033,-0.033,1.0678,0.205,Transit
896,TOI-480 b,TOI480,HS,1,1,1.0,6.866196,0.077,2.85372018,0.2545923,20.8,0.06544412,0.0,0.1,-0.1,1.2793,0.164,Transit
897,XO-2 S b,XO2S,CS,2,3,1.0,18.157,0.1344,,,82.315,0.259,0.18,0.035,-0.035,0.982,0.39,Radial Velocity
898,XO-2 S c,XO2S,WJ,2,3,5.0,120.8,0.4756,,,435.409,1.37,0.1528,0.0094,-0.0098,0.982,0.39,Radial Velocity
899,WASP-8 b,WASP8,HJ,2,2,1.0,8.158724,0.08039530699544996,,,711.9392,2.24,0.3044,0.0039,-0.004,1.04,0.17,Transit
900,WASP-8 c,WASP8,CJ,2,2,7.0,4323.0,5.28,,,3003.37,9.45,0.0,0.0,0.0,1.04,0.17,Radial Velocity
901,WASP-41 b,WASP41,HJ,1,2,1.0,3.052404,0.04,13.22662,1.18,298.7602,0.94,0.026,0.1,-0.1,0.93,0.06,Transit
902,WASP-41 c,WASP41,CJ,1,2,7.0,421.0,1.07,,,1010.6994,3.18,0.294,0.024,-0.024,0.93,0.06,Radial Velocity
903,KELT-6 b,KELT6,HS,1,2,1.0,7.8455821,0.08,13.22662,1.18,141.0,0.442,0.029,0.016,-0.013,1.126,-0.27,Transit
904,KELT-6 c,KELT6,CJ,1,2,3.0,1276.0,2.39,,,1179.1493,3.71,0.21,0.039,-0.036,1.126,-0.27,Radial Velocity
905,HIP 8541 b,HIP8541,CJ,2,2,1.0,1560.2,2.8,,,1748.065,5.5,0.16,0.06,-0.06,1.17,-0.15,Radial Velocity
906,HIP 67851 b,HIP67851,WJ,1,2,1.0,89.06,0.426,,,429.05,1.35,0.17,0.04,-0.04,1.3,-0.03,Radial Velocity
907,HIP 67851 c,HIP67851,CJ,1,2,11.0,1626.0,2.96,,,1233.13,3.88,0.2,0.05,-0.05,1.3,-0.03,Radial Velocity
908,HD 73526 b,HD73526,WJ,1,2,1.0,188.9,0.65,,,715.09,2.25,0.29,0.03,-0.03,1.014,0.22,Radial Velocity
909,HD 73526 c,HD73526,CJ,1,2,11.0,379.1,1.03,,,715.09,2.25,0.28,0.05,-0.05,1.014,0.22,Radial Velocity
910,HD 4203 b,HD4203,CJ,1,2,1.0,437.05,1.1735,,,578.43,1.82,0.52,0.02,-0.02,0.99,0.34,Radial Velocity
911,HD 4203 c,HD4203,CJ,1,2,13.0,6700.0,6.95,,,689.66,2.17,0.24,0.13,-0.13,0.99,0.34,Radial Velocity
912,HD 33844 b,HD33844,CJ,1,2,1.0,551.4,1.6,,,622.9468,1.96,0.15,0.07,-0.07,1.78,0.27,Radial Velocity
913,HD 33844 c,HD33844,CJ,1,2,13.0,916.0,2.24,,,556.2025,1.75,0.13,0.1,-0.1,1.78,0.27,Radial Velocity
914,HD 30177 b,HD30177,CJ,1,2,1.0,2524.4,3.58,,,2568.0664,8.08,0.184,0.012,-0.012,0.988,0.33,Radial Velocity
915,HD 30177 c,HD30177,CJ,1,2,13.0,11613.0,9.89,,,2415.508,7.6,0.22,0.14,-0.14,0.988,0.33,Radial Velocity
916,HD 27894 b,HD27894,WJ,1,3,1.0,18.02,0.125,,,211.35695,0.665,0.047,0.012,-0.008,0.8,0.3,Radial Velocity
917,HD 27894 c,HD27894,CS,1,3,11.0,36.07,0.198,,,51.48846,0.162,0.015,0.02,-0.002,0.8,0.3,Radial Velocity
918,HD 27894 d,HD27894,CJ,1,3,55.0,5174.0,5.448,,,1721.04945,5.415,0.389,0.087,-0.03,0.8,0.3,Radial Velocity
919,HD 219828 b,HD219828,HS,1,2,1.0,3.834887,0.045,,,21.0,0.06607306,0.059,0.036,-0.036,1.23,0.19,Radial Velocity
920,HD 219828 c,HD219828,CJ,1,2,3.0,4791.0,5.96,,,4799.233,15.1,0.8115,0.0032,-0.0032,1.23,0.19,Radial Velocity
921,HD 204313 b,HD204313,CJ,1,3,2.0,2024.1,3.167,,,1360.0,4.28,0.0946,0.0032,-0.0032,1.02,0.18,Radial Velocity
922,HD 204313 c,HD204313,SE,1,3,1.0,34.905,0.2099,,,17.6,0.0553,0.155,0.071,-0.071,1.02,0.18,Radial Velocity
923,HD 181433 b,HD181433,SE,1,3,1.0,9.3743,0.08,,,7.5,0.024,0.396,0.062,-0.062,0.78,0.33,Radial Velocity
924,HD 181433 c,HD181433,CJ,1,3,2.0,962.0,1.76,,,203.0,0.64,0.28,0.02,-0.02,0.78,0.33,Radial Velocity
925,HD 181433 d,HD181433,CJ,1,3,26.0,2172.0,3.0,,,171.0,0.54,0.48,0.05,-0.05,0.78,0.33,Radial Velocity
926,HD 177830 b,HD177830,CJ,2,2,5.0,406.6,1.2218,,,473.547,1.49,0.009,0.004,-0.004,1.47,0.545,Radial Velocity
927,HD 177830 c,HD177830,CS,2,2,1.0,110.9,0.5137,,,47.6725,0.15,0.3,0.1,-0.1,1.47,0.545,Radial Velocity
928,HD 155358 b,HD155358,WJ,1,2,1.0,194.3,0.64,,,270.0,0.85,0.17,0.03,-0.03,0.92,-0.51,Radial Velocity
929,HD 155358 c,HD155358,CJ,1,2,11.0,391.9,1.02,,,261.0,0.82,0.16,0.1,-0.1,0.92,-0.51,Radial Velocity
930,HD 154857 b,HD154857,CJ,1,2,1.0,408.6,1.291,,,711.91,2.24,0.46,0.02,-0.02,1.718,-0.2,Radial Velocity
931,HD 154857 c,HD154857,CJ,1,2,13.0,3452.0,5.36,,,819.97,2.58,0.06,0.05,-0.05,1.718,-0.2,Radial Velocity
932,HD 142 b,HD142,CJ,2,3,1.0,349.7,1.02,,,397.27,1.25,0.17,0.06,-0.06,1.232,0.09,Radial Velocity
933,HD 142 c,HD142,CJ,2,3,13.0,6005.0,6.8,,,1684.4,5.3,0.21,0.07,-0.07,1.232,0.09,Radial Velocity
934,HD 134987 b,HD134987,WJ,1,2,1.0,258.19,0.81,,,505.0,1.59,0.233,0.002,-0.002,1.1,0.28,Radial Velocity
935,HD 134987 c,HD134987,CJ,1,2,11.0,5000.0,5.8,,,260.0,0.82,0.12,0.02,-0.02,1.1,0.28,Radial Velocity
936,HD 12661 b,HD12661,WJ,1,2,1.0,262.709,0.8079,,,691.569,2.176,0.3768,0.0077,-0.0077,1.02,0.36,Radial Velocity
937,HD 12661 c,HD12661,CJ,1,2,11.0,1708.0,2.8145,,,575.884,1.812,0.031,0.022,-0.022,1.02,0.36,Radial Velocity
938,HD 125612 b,HD125612,CJ,2,3,2.0,557.04,1.372,,,985.273,3.1,0.4553,0.0055,-0.0055,1.11,0.22,Radial Velocity
939,HD 125612 c,HD125612,SE,2,3,1.0,4.15514,0.0524,,,17.48065,0.055,0.049,0.038,-0.038,1.11,0.22,Radial Velocity
940,HD 125612 d,HD125612,CJ,2,3,26.0,2835.0,4.06,,,2313.8024,7.28,0.1172,0.0056,-0.0056,1.11,0.22,Radial Velocity
941,HD 116029 b,HD116029,CJ,2,2,1.0,670.0,1.78,,,667.4,2.1,0.054,0.1,-0.1,1.58,0.18,Radial Velocity
942,HD 116029 c,HD116029,CJ,2,2,13.0,907.0,2.01756171748826,,,403.6441,1.27,0.038,0.127,-0.075,1.33,0.09,Radial Velocity
943,HD 113337 b,HD113337,WJ,3,2,1.0,324.0,0.92,,,899.42,2.83,0.46,0.04,-0.04,1.4,0.07,Radial Velocity
944,HD 111232 b,HD111232,CJ,1,2,1.0,1143.0,1.97,,,2161.15,6.8,0.2,0.01,-0.01,0.78,-0.36,Radial Velocity
945,HD 111232 c,HD111232,BD,1,2,13.0,32100.0,18.8,,,6579.0480249,20.7,0.326,0.1,-0.093,0.83,-0.36,Radial Velocity
946,HD 108874 b,HD108874,CJ,1,2,1.0,395.8,1.038,,,409.98,1.29,0.082,0.021,-0.021,0.95,0.19,Radial Velocity
947,HD 108874 c,HD108874,CJ,1,2,13.0,1624.0,2.659,,,314.64,0.99,0.239,0.031,-0.031,0.95,0.19,Radial Velocity
948,HD 102329 b,HD102329,CJ,1,2,1.0,778.1,2.03,,,1875.1,5.9,0.211,0.042,-0.042,1.95,0.3,Radial Velocity
949,HD 102329 c,HD102329,CJ,1,2,13.0,1123.0,2.3087259192362253,,,483.1016,1.52,0.209,0.231,-0.202,1.3,0.05,Radial Velocity
950,XO-5 b,XO5,HJ,1,1,1.0,4.18776,0.04872,,,331.81452,1.044,0.0,0.1,-0.1,0.88,0.05,Transit
951,WASP-74 b,WASP74,HJ,1,1,1.0,2.13775,0.037,17.48604,1.56,301.9385,0.95,0.0,0.1,-0.1,1.48,0.39,Transit
952,WASP-73 b,WASP73,HJ,1,1,1.0,4.08722,0.05512,13.002,1.16,597.5,1.88,0.0,0.1,-0.1,1.34,0.14,Transit
953,WASP-68 b,WASP68,HJ,2,1,1.0,5.084298,0.06206,13.9,1.24,301.93,0.95,0.0,0.1,-0.1,1.24,0.22,Transit
954,WASP-66 b,WASP66,HJ,1,1,1.0,4.086052,0.0546,15.581,1.39,737.335,2.32,0.11,0.1,-0.1,1.3,-0.31,Transit
955,WASP-62 b,WASP62,HJ,1,1,1.0,4.411953,0.0567,15.581,1.39,181.155,0.57,0.21,0.1,-0.1,1.25,0.04,Transit
956,WASP-60 b,WASP60,HJ,1,1,1.0,4.3050011,0.0531,9.64,0.86,163.358,0.514,0.0,0.1,-0.1,1.078,-0.04,Transit
957,WASP-54 b,WASP54,HJ,2,1,1.0,3.6936411,0.04987,18.528,1.653,202.131,0.636,0.067,0.033,-0.025,1.213,-0.27,Transit
958,WASP-42 b,WASP42,HJ,1,1,1.0,4.9816872,0.0548,12.106,1.08,158.908,0.5,0.06,0.013,-0.013,0.884,0.29,Transit
959,WASP-22 b,WASP22,HJ,1,1,1.0,3.53269,0.0468,12.55408,1.12,177.9848,0.56,0.023,0.012,-0.012,1.1,-0.05,Transit
960,WASP-106 b,WASP106,HJ,1,1,1.0,9.289715,0.0917,12.162,1.085,611.797,1.925,0.0,0.1,-0.1,1.192,-0.09,Transit
961,HD 17156 b,HD17156,WJ,1,1,1.0,21.2167,0.1607,,,1004.3428,3.16,0.6753,0.0048,-0.0048,1.23,0.22,Radial Velocity
962,HD 167042 b,HD167042,CJ,1,1,1.0,417.67,1.22,,,444.00628458,1.397,0.01,0.033,-0.004,1.39,-0.01,Radial Velocity
963,HD 110014 b,HD110014,CJ,1,1,1.0,936.4,2.5,,,4344.7361,13.67,0.06,0.09,-0.09,2.09,0.14,Radial Velocity
964,HAT-P-3 b,HATP3,HJ,2,1,1.0,2.899736,0.03899,10.076891,0.899,193.55847,0.609,0.01,0.1,-0.1,0.928,0.27,Transit
965,WASP-88 b,WASP88,HJ,1,1,1.0,4.954,0.06431,19.055,1.7,177.98,0.56,0.0,0.1,-0.1,1.45,-0.08,Transit
966,WASP-69 b,WASP69,HS,1,1,1.0,3.8681382,0.04525,9.113,1.057,82.632,0.26,0.0,0.1,-0.1,0.826,0.144,Transit
967,WASP-63 b,WASP63,HS,1,1,1.0,4.37809,0.0574,16.029,1.43,120.77,0.38,0.22,0.1,-0.1,1.32,0.08,Transit
968,WASP-6 b,WASP6,HS,1,1,1.0,3.36100239,0.04217,13.719816,1.224,153.51189,0.483,0.07,0.1,-0.1,0.88,-0.2,Transit
969,WASP-6 b,WASP6,HJ,1,1,1.0,3.361006,0.0421,13.72,1.224,160.0,0.503,0.054,0.018,-0.015,0.88,-0.2,Transit
970,WASP-49 b,WASP49,HS,2,1,1.0,2.7817387,0.0379,12.498,1.115,120.135,0.378,0.0,0.1,-0.1,0.938,-0.23,Transit
971,WASP-148 b,WASP148,HS,1,2,1.0,8.80381,0.0845,8.092898,0.722,92.48853,0.291,0.22,0.063,-0.063,1.0,0.11,Transit
972,WASP-148 c,WASP148,CS,1,2,3.0,34.516,0.2101,,,127.132,0.4,0.359,0.086,-0.086,1.0,0.11,Radial Velocity
973,WASP-131 b,WASP131,HS,1,1,1.0,5.322023,0.0607,13.67498,1.22,85.8141,0.27,0.0,0.1,-0.1,1.06,-0.18,Transit
974,WASP-117 b,WASP117,HS,1,1,1.0,10.02165,0.09459,11.444,1.021,87.5585,0.2755,0.302,0.023,-0.023,1.129,-0.11,Transit
975,HD 332231 b,HD332231,CS,1,1,1.0,18.71204,0.1436,9.718203,0.867,77.55052,0.244,0.032,0.03,-0.022,1.127,0.036,Transit
976,HD 183579 b,HD183579,SE,1,1,1.0,17.471275,0.13,3.53,0.31492605,11.2,0.03523914,0.0,0.1,-0.1,1.034,-0.07,Transit
977,HD 10180 c,HD10180,SE,1,6,1.0,5.75979,0.0641,,,13.1,0.04122,0.045,0.026,-0.026,1.06,0.08,Radial Velocity
978,HD 10180 d,HD10180,SE,1,6,2.0,16.3579,0.1286,,,11.75,0.03697,0.088,0.041,-0.041,1.06,0.08,Radial Velocity
979,HD 10180 e,HD10180,CS,1,6,4.0,49.745,0.2699,,,25.1,0.079,0.026,0.036,-0.036,1.06,0.08,Radial Velocity
980,HD 10180 f,HD10180,CS,1,6,20.0,122.76,0.4929,,,23.9,0.0752,0.135,0.046,-0.046,1.06,0.08,Radial Velocity
981,HD 10180 g,HD10180,CS,1,6,100.0,601.2,1.422,,,21.4,0.0673,0.19,0.14,-0.14,1.06,0.08,Radial Velocity
982,HD 10180 h,HD10180,CS,1,6,500.0,2222.0,3.4,,,64.4,0.203,0.08,0.07,-0.07,1.06,0.08,Radial Velocity
983,HD 125595 b,HD125595,SE,1,1,1.0,9.6737,0.0809,,,13.134,0.041,0.0,0.1,-0.1,0.756,0.02,Radial Velocity
984,HD 136352 b,HD136352,SE,1,3,1.0,11.57779,0.0969,1.482,0.13221518,4.62,0.01453607,0.079,0.068,-0.053,0.906,-0.25,Radial Velocity
985,HD 136352 c,HD136352,SE,1,3,2.0,27.5909,0.1729,2.608,0.23267018,11.29,0.03552213,0.037,0.039,-0.026,0.906,-0.25,Radial Velocity
986,HD 136352 d,HD136352,SE,1,3,4.0,107.63,0.4285,,,10.5,0.03303653,0.075,0.085,-0.053,0.906,-0.25,Radial Velocity
987,HD 15337 b,HD15337,SE,1,2,1.0,4.75615,0.0522,1.64,0.146311,7.51,0.02362898,0.09,0.05,-0.05,0.9,0.15,Transit
988,HD 15337 c,HD15337,SE,1,2,2.0,17.1784,0.1268,2.39,0.21322152,8.11,0.02551679,0.05,0.06,-0.04,0.9,0.15,Transit
989,HD 190007 b,HD190007,SE,1,1,1.0,11.72,0.092,,,16.46,0.05178869,0.14,0.07,-0.07,0.77,0.16,Radial Velocity
990,HD 207897 b,HD207897,SE,1,1,1.0,16.202159,0.1163,2.501,0.22312466,14.4,0.04530747,0.047,0.057,-0.033,0.8,-0.042,Transit
991,HD 215497 b,HD215497,SE,1,2,1.0,3.93404,0.047,,,6.6,0.02,0.16,0.09,-0.09,0.872,0.23,Radial Velocity
992,HD 215497 c,HD215497,CS,1,2,2.0,567.94,1.282,,,104.3,0.33,0.49,0.04,-0.04,0.872,0.23,Radial Velocity
993,HD 4308 b,HD4308,SE,1,1,1.0,15.56,0.115,,,14.0475,0.0442,0.0,0.01,-0.01,0.83,-0.31,Radial Velocity
994,HD 77338 b,HD77338,SE,1,1,1.0,5.7361,0.0614,,,15.9,0.05,0.09,0.25,-0.09,0.93,0.32,Radial Velocity
995,HD 42813 b,HD42813,SE,1,3,4.0,13.63083,0.107,3.48,0.31046534,9.6,0.03020498,,0.1,-0.1,0.89,0.24,Transit
996,HIP 29442 c,HD42813,SE,1,3,1.0,3.53796,0.0436,1.58,0.1409584,4.5,0.01415858,,0.1,-0.1,0.89,0.24,Radial Velocity
997,HIP 29442 d,HD42813,SE,1,3,2.0,6.42975,0.0649,1.37,0.12222342,5.1,0.01604639,,0.1,-0.1,0.89,0.24,Radial Velocity
998,K2-265 b,K2265,SE,2,1,1.0,2.369172,0.03376,1.71,0.15255598,6.54,0.02057704,0.084,0.079,-0.079,0.915,0.078,Transit
999,Kepler-104 b,Kepler104,SE,2,3,1.0,11.42754563,0.0928594829,2.38,0.21232974,9.94542981,0.03129127,0.0,0.1,-0.1,0.818,-0.42,Transit
1000,Kepler-104 c,Kepler104,SE,2,3,2.0,23.66836427,0.1508816581,2.36,0.21054546,7.14430805,0.02247458,0.0,0.1,-0.1,0.818,-0.42,Transit
1001,Kepler-104 d,Kepler104,SE,2,3,4.0,51.75529576,0.2541913775,2.635,0.23507936,5.54022107,0.01743092,0.0,0.1,-0.1,0.818,-0.42,Transit
1002,TOI-1246 b,TOI1246,SE,1,4,1.0,4.30744,0.049,3.01,0.26853468,8.1,0.02548545,,0.1,-0.1,0.87,0.17,Transit
1003,TOI-1246 c,TOI1246,SE,1,4,2.0,5.904144,0.061,2.51,0.22392759,8.8,0.0276879,,0.1,-0.1,0.87,0.17,Transit
1004,TOI-1246 d,TOI1246,SE,1,4,4.0,18.6559,0.131,3.51,0.31314176,5.3,0.01667566,,0.1,-0.1,0.87,0.17,Transit
1005,TOI-1246 e,TOI1246,SE,1,4,8.0,37.9216,0.211,3.78,0.33722959,14.8,0.04656601,,0.1,-0.1,0.87,0.17,Transit
1006,TOI-1759 b,TOI1759,SE,1,1,1.0,18.849975,0.1176,3.06,0.279,6.8,0.021,0.0,0.1,-0.1,0.61,0.1,Transit
1007,TOI-561 b,TOI561,SE,1,4,1.0,0.4465688,0.0106,1.37,0.12222342,2.24,0.00704783,0.0,0.1,-0.1,0.805,-0.41,Transit
1008,TOI-561 c,TOI561,SE,1,4,2.0,10.778831,0.089,2.91,0.25961326,6.6,0.02076592,,0.1,-0.1,0.805,-0.41,Transit
1009,TOI-561 d,TOI561,SE,1,4,4.0,25.7124,0.159,2.82,0.25158398,12.15,0.03822818,,0.1,-0.1,0.805,-0.41,Transit
1010,TOI-561 e,TOI561,SE,1,4,8.0,77.03,0.33,2.55,0.22749615,13.6,0.04279039,,0.1,-0.1,0.805,-0.41,Transit
1011,WASP-132 b,WASP132,HS,1,3,2.0,7.1335164,0.0674,10.09929161,0.901,136.0305582,0.428,0.0163,0.0067,-0.0069,0.789,0.15,Transit
1012,WASP-132 c,WASP132,SE,1,3,1.0,1.01153624,0.01833,1.841,0.1642433,6.26,0.01969616,0.0,0.1,-0.1,0.789,0.15,Transit
1013,WASP-132 d,WASP132,CJ,1,3,6.0,1816.6,2.71,,,1639.99458012,5.16,0.12,0.078,-0.078,0.789,0.15,Radial Velocity
1014,8 UMi b,8UMi,WJ,1,1,1.0,93.4,0.49,,,476.745,1.5,0.06,0.18,-0.18,1.8,-0.03,Radial Velocity
1015,BD-17 63 b,BD170063,CJ,1,1,1.0,655.6,1.34,,,1620.9,5.1,0.54,0.005,-0.005,0.74,-0.03,Radial Velocity
1016,GJ 86 b,GJ86,WJ,2,1,1.0,15.764,0.114,,,1284.0332,4.04,0.046,0.002,-0.002,0.8,-0.268,Radial Velocity
1017,HD 100777 b,HD100777,CJ,1,1,1.0,383.7,1.03,,,368.67,1.16,0.36,0.02,-0.02,1.01,-0.27,Radial Velocity
1018,HD 102117 b,HD102117,CS,1,1,1.0,20.8133,0.1532,,,54.664,0.172,0.121,0.082,-0.082,1.11,0.295,Radial Velocity
1019,HD 103197 b,HD103197,CS,1,1,1.0,47.84,0.249,,,31.2,0.098,0.0,0.1,-0.1,0.9,0.21,Radial Velocity
1020,HD 104067 b,HD104067,CS,1,2,2.0,55.851,0.2674,,,62.1,0.19538845,0.123,0.048,-0.051,0.82,0.11,Radial Velocity
1021,HD 104067 c,HD104067,SE,1,2,1.0,13.8992,0.1058,,,13.2,0.04153184,0.29,0.12,-0.13,0.82,0.11,Radial Velocity
1022,HD 106252 b,HD106252,CJ,1,1,1.0,1531.0,2.611,,,2199.29,6.92,0.482,0.011,-0.011,1.007,-0.07,Radial Velocity
1023,HD 10647 b,HD10647,CJ,1,1,1.0,1003.0,2.03,,,295.57,0.93,0.16,0.22,-0.22,1.1,-0.078,Radial Velocity
1024,HD 109246 b,HD109246,WJ,1,1,1.0,68.27,0.33,,,244.72,0.77,0.12,0.04,-0.04,1.01,0.1,Radial Velocity
1025,HD 11755 b,HD11755,CJ,1,1,1.0,433.7,1.08,,,2065.895,6.5,0.19,0.1,-0.1,0.9,-0.74,Radial Velocity
1026,HD 12648 b,HD12648,WJ,1,1,1.0,133.6,0.54,,,921.707,2.9,0.04,0.16,-0.16,1.2,-0.57,Radial Velocity
1027,HD 132406 b,HD132406,CJ,1,1,1.0,974.0,1.98,,,1782.951,5.61,0.34,0.09,-0.09,1.03,0.1293,Radial Velocity
1028,HD 135694 b,HD135694,SE,1,1,1.0,15.92346,0.12,2.51,0.22392759,5.7,0.01793421,0.42,0.1,-0.1,0.9,-0.21,Transit
1029,HD 136418 b,HD136418,CJ,1,1,1.0,464.3,1.32,,,635.633,2.0,0.255,0.041,-0.041,1.33,-0.07,Radial Velocity
1030,HD 137388 b,HD137388,CS,1,1,1.0,330.0,0.89,,,70.8731,0.223,0.36,0.12,-0.12,0.86,0.18,Radial Velocity
1031,HD 141937 b,HD141937,CJ,1,1,1.0,653.22,1.52,,,3080.0,9.7,0.41,0.01,-0.01,1.1,0.11,Radial Velocity
1032,HD 142022 A b,HD142022A,CJ,2,1,1.0,1928.0,3.03,,,1600.0,5.1,0.53,0.23,-0.18,0.99,0.19,Radial Velocity
1033,HD 142415 b,HD142415,CJ,1,1,1.0,386.3,1.05,,,515.0,1.62,0.5,0.1,-0.1,1.03,0.21,Radial Velocity
1034,HD 143361 b,HD143361,CJ,1,1,1.0,1057.0,2.0,,,991.588,3.12,0.15,0.17,-0.17,0.95,0.06,Radial Velocity
1035,HD 145377 b,HD145377,WJ,1,1,1.0,103.95,0.45,,,1830.624,5.76,0.307,0.017,-0.017,1.12,0.12,Radial Velocity
1036,HD 152079 b,HD152079,CJ,1,1,1.0,2899.0,3.98,,,692.8694,2.18,0.52,0.02,-0.02,1.1,0.16,Radial Velocity
1037,HD 153950 b,HD153950,CJ,1,1,1.0,499.4,1.28,,,867.639,2.73,0.34,0.021,-0.021,1.12,-0.01,Radial Velocity
1038,HD 154672 b,HD154672,WJ,1,1,1.0,163.967,0.59,,,1503.3359,4.73,0.6,0.004,-0.004,1.08,0.11,Radial Velocity
1039,HD 156846 b,HD156846,CJ,2,1,1.0,359.5546,1.096,,,3359.32,10.57,0.84785,0.0005,-0.0005,1.35,0.17,Radial Velocity
1040,HD 158038 b,HD158038,CJ,1,1,1.0,521.0,1.52,,,572.1,1.8,0.291,0.093,-0.093,1.65,0.28,Radial Velocity
1041,HD 163607 b,HD163607,WJ,1,2,1.0,75.195,0.362,,,251.0857,0.79,0.744,0.012,-0.012,1.12,0.19,Radial Velocity
1042,HD 163607 c,HD163607,CJ,1,2,11.0,1267.4,2.38,,,686.5128,2.16,0.076,0.023,-0.023,1.12,0.19,Radial Velocity
1043,HD 171028 b,HD171028,CJ,1,1,1.0,550.0,1.32,,,629.28,1.98,0.59,0.01,-0.01,,-0.48,Radial Velocity
1044,HD 171238 b,HD171238,CJ,1,1,1.0,1523.0,2.54,,,826.32,2.6,0.4,0.061,-0.065,0.943,0.17,Radial Velocity
1045,HD 181720 b,HD181720,CS,1,1,1.0,956.0,1.78,,,117.59,0.37,0.26,0.06,-0.06,0.92,-0.53,Radial Velocity
1046,HD 190228 b,HD190228,CJ,1,1,1.0,1146.6,2.293,,,1938.7532827,6.1,0.547,0.01,-0.011,1.22,-0.24,Radial Velocity
1047,HD 190647 b,HD190647,CJ,1,1,1.0,1038.1,2.07,,,603.85,1.9,0.18,0.02,-0.02,1.1,-0.24,Radial Velocity
1048,HD 191806 b,HD191806,CJ,1,1,1.0,1606.3,2.8,,,2707.9116,8.52,0.259,0.017,-0.017,1.14,0.3,Radial Velocity
